job_title,seniority_level,years_of_experience,education_level,field_of_study,gpa,industry,company_size,location,skills,num_skills,num_projects,num_publications,num_internships,has_leadership_experience,has_open_source_contributions,certifications,annual_salary_usd
UI/UX Designer,Mid-level,2,Bachelor,Other,2.84,Media,Large (1000-5000),"Austin, TX",GCP|JavaScript|Deep Learning|Tableau|Power BI,5,3,0,0,1,0,Multiple Certs,112244
Network Engineer,Mid-level,2,Bachelor,Electrical Engineering,2.19,Consulting,Small (50-200),"Atlanta, GA",C++|Deep Learning|Azure|AWS|React|R|Machine Learning,7,3,0,2,0,0,CFA,98143
QA Engineer,Senior,4,Master,Computer Science,3.24,Consulting,Large (1000-5000),"San Francisco, CA",Power BI|AWS|PyTorch|Scala,4,9,0,0,1,0,AWS Certified,196219
ML Engineer,Mid-level,8,Bachelor,Computer Science,2.69,Government,Startup (<50),"San Francisco, CA",TensorFlow|Azure|NLP,3,1,0,1,0,0,None,122329
Frontend Developer,Senior,20,Bachelor,Mathematics,3.38,E-commerce,Small (50-200),"Los Angeles, CA",Excel|C++|Deep Learning|Spark|NLP|Communication,6,2,0,2,1,1,Scrum Master,198690
Software Engineer,Mid-level,3,Bachelor,Business Administration,3.54,Finance,Medium (200-1000),"London, UK",C++|Scala|TensorFlow|Go|GCP|Spark|Azure|CI/CD,8,3,0,2,0,0,Scrum Master,116356
Business Analyst,Lead,4,Bachelor,Physics,3.43,E-commerce,Large (1000-5000),"Berlin, Germany",R|Kubernetes|Communication|NLP,4,7,7,3,1,0,Scrum Master,169304
ML Engineer,Lead,5,PhD,Computer Science,2.53,Technology,Enterprise (5000+),"Boston, MA",Java|Power BI|Leadership,3,2,0,1,1,0,None,217177
Software Engineer,Senior,4,Bachelor,Physics,3.3,Manufacturing,Small (50-200),"Chicago, IL",React|Node.js|Python|Azure|Spark,5,5,0,1,1,0,Multiple Certs,126282
Cloud Architect,Junior,15,Bachelor,Statistics,2.56,Media,Medium (200-1000),Singapore,Git|Kubernetes|PyTorch|Data Visualization|NLP|Docker,6,7,0,2,0,0,None,133479
Backend Developer,Mid-level,3,Bachelor,Data Science,2.86,Manufacturing,Medium (200-1000),"San Francisco, CA",Agile|Scrum|Docker|Power BI|CI/CD|AWS|Spark,7,6,9,2,1,0,Google Cloud Certified,149516
Network Engineer,Senior,11,PhD,Physics,3,E-commerce,Large (1000-5000),"Toronto, Canada",C++|Docker|Machine Learning,3,6,0,2,1,0,None,182106
AI Researcher,VP,7,Bachelor,Cognitive Science,3.53,Consulting,Small (50-200),"New York, NY",JavaScript|Agile|Spark|CI/CD|Azure|React|Scala|Power BI,8,4,0,0,1,1,None,299294
Business Analyst,Mid-level,6,Bachelor,Computer Science,4,Aerospace,Enterprise (5000+),"Berlin, Germany",Java|Python|JavaScript|C++|Leadership|AWS|Machine Learning,7,5,0,1,0,0,None,126673
Database Administrator,Mid-level,9,Bachelor,Computer Science,3.78,Telecommunications,Enterprise (5000+),"Chicago, IL",SQL|Python|CI/CD|Hadoop|Scala,5,3,0,2,1,0,Data Science Certifications,145208
DevOps Engineer,Mid-level,6,Bachelor,Physics,3.39,Manufacturing,Enterprise (5000+),"New York, NY",Data Visualization|CI/CD|NLP|Deep Learning|Spark,5,4,14,0,1,1,AWS Certified,184738
Systems Analyst,Lead,9,Bachelor,Other,3.07,Telecommunications,Large (1000-5000),"Boston, MA",Excel|Power BI|React|Java,4,1,12,0,1,0,AWS Certified,203763
Database Administrator,Director,8,Master,Physics,3.36,Technology,Large (1000-5000),Remote,Scrum|R|Leadership|Spark,4,7,0,3,0,1,CFA,270348
Database Administrator,Junior,2,Master,Mathematics,3.01,Consulting,Large (1000-5000),"Bangalore, India",C++|PyTorch|JavaScript|React|NLP,5,4,0,1,0,1,None,79632
Security Engineer,Lead,6,High School,Economics,3.53,Aerospace,Large (1000-5000),"Bangalore, India",CI/CD|JavaScript|Leadership,3,1,0,1,1,1,Data Science Certifications,129919
Full Stack Developer,Senior,6,Bachelor,Other,3.76,Education,Small (50-200),"Seattle, WA",Go|Git|AWS|Machine Learning|Leadership|R|PyTorch|TensorFlow,8,3,0,1,1,1,None,143048
Full Stack Developer,Principal,4,Master,Statistics,2.96,Media,Enterprise (5000+),"Los Angeles, CA",Tableau|Power BI|Machine Learning|Java,4,9,0,0,1,0,CISSP,205304
Network Engineer,Senior,4,Master,Mechanical Engineering,3.51,Aerospace,Large (1000-5000),"Los Angeles, CA",GCP|Node.js|Git|Tableau|Kubernetes|TensorFlow|R|Scala,8,4,0,2,1,0,Google Cloud Certified,172612
Frontend Developer,Intern,18,Bachelor,Information Technology,3.12,Technology,Startup (<50),"Boston, MA",Spark|Git|C++|Machine Learning|Power BI|Data Visualization|Agile|Deep Learning,8,7,0,1,1,0,None,138178
ML Engineer,Lead,6,Bachelor,Computer Science,2.92,Aerospace,Medium (200-1000),Remote,Linux|SQL|PyTorch|Spark|Machine Learning|Communication|Scala|Azure,8,7,0,0,0,0,Multiple Certs,163815
Data Scientist,Principal,6,Bachelor,Business Administration,3.3,Pharmaceuticals,Medium (200-1000),"London, UK",Git|Scala|Python|R|Deep Learning|Node.js|Spark|Go,8,3,6,2,0,0,AWS Certified,193064
Security Engineer,Director,11,Associate,Cognitive Science,2.98,Aerospace,Startup (<50),"Toronto, Canada",PyTorch|GCP|Machine Learning|TensorFlow|Communication|Node.js|Git,7,2,0,0,0,0,Azure Certified,179768
DevOps Engineer,Senior,11,Master,Mathematics,3.58,Consulting,Medium (200-1000),Remote,Java|Tableau|Git|AWS|Docker,5,9,2,0,1,0,AWS Certified,176898
QA Engineer,Junior,0,MBA,Business Administration,2.78,E-commerce,Small (50-200),"Los Angeles, CA",GCP|Scala|Linux|Kubernetes|Go,5,9,0,1,0,1,CFA,130817
UI/UX Designer,Senior,25,Master,Economics,2.96,Education,Startup (<50),"New York, NY",TensorFlow|SQL|Kubernetes,3,7,2,0,0,1,CFA,206210
Systems Analyst,Principal,8,PhD,Electrical Engineering,3.4,Finance,Startup (<50),"Boston, MA",Node.js|Git|NLP|Power BI|Excel|Docker|Go|TensorFlow,8,9,0,1,0,0,None,225227
Data Analyst,Senior,13,Master,Economics,4,Energy,Small (50-200),"London, UK",NLP|Git|Docker|Spark|Data Visualization|Hadoop,6,2,0,2,0,1,None,189169
Software Engineer,Lead,5,High School,Mathematics,3.27,Healthcare,Startup (<50),Singapore,Data Visualization|Deep Learning|React|R|SQL|GCP|PyTorch|Hadoop,8,4,0,0,0,1,Azure Certified,132886
Database Administrator,Intern,5,Bachelor,Cognitive Science,3.25,Education,Enterprise (5000+),"San Francisco, CA",Kubernetes|Deep Learning|Tableau|Scrum,4,6,0,3,0,0,CFA,104451
Security Engineer,Junior,4,Bachelor,Physics,3.38,Education,Enterprise (5000+),"Seattle, WA",Node.js|Machine Learning|Go|React|Tableau,5,4,0,2,0,1,Scrum Master,105883
ML Engineer,Lead,1,Bachelor,Computer Science,3.54,Retail,Medium (200-1000),"Austin, TX",GCP|Node.js|Data Visualization|Linux|Kubernetes|Go|React,7,1,0,1,0,0,Google Cloud Certified,140673
Network Engineer,Mid-level,2,Bachelor,Business Administration,3.34,Manufacturing,Large (1000-5000),"Boston, MA",Node.js|Machine Learning|Azure|Spark,4,5,0,1,0,0,Multiple Certs,119660
AI Researcher,Senior,2,Bachelor,Business Administration,3.02,E-commerce,Enterprise (5000+),"San Francisco, CA",Python|Scala|PyTorch|Node.js|Deep Learning|CI/CD|Tableau,7,1,0,1,1,1,None,193249
Data Scientist,Lead,12,Bachelor,Data Science,3.13,Manufacturing,Large (1000-5000),"Atlanta, GA",React|Hadoop|Spark|PyTorch,4,1,0,0,1,1,PMP,171666
DevOps Engineer,Junior,8,Bachelor,Economics,3.06,Healthcare,Medium (200-1000),"Bangalore, India",Docker|Kubernetes|Machine Learning,3,5,0,2,1,0,AWS Certified,82064
Database Administrator,Staff,4,MBA,Computer Science,3.31,Education,Medium (200-1000),"Bangalore, India",SQL|Azure|Scrum|NLP,4,0,0,2,0,1,None,133386
Frontend Developer,Junior,6,Bachelor,Economics,3.57,Telecommunications,Large (1000-5000),Remote,Communication|Hadoop|AWS|React|Scala,5,9,0,2,1,0,AWS Certified,120520
Security Engineer,Lead,12,Bachelor,Cognitive Science,3.1,Manufacturing,Medium (200-1000),Singapore,R|Docker|Java,3,3,0,1,1,0,Data Science Certifications,193833
Network Engineer,Mid-level,5,Master,Mathematics,3.38,Finance,Large (1000-5000),"Berlin, Germany",React|SQL|Excel|Node.js|Git,5,9,14,1,0,0,PMP,148837
AI Researcher,Mid-level,4,MBA,Physics,3.06,Healthcare,Startup (<50),Remote,Deep Learning|GCP|Go|PyTorch|Git|Node.js,6,8,0,0,1,0,None,138432
DevOps Engineer,Principal,11,Bachelor,Information Technology,3.31,Automotive,Medium (200-1000),"New York, NY",Tableau|Go|Scala|Communication,4,0,0,1,0,1,Google Cloud Certified,202581
Software Engineer,Senior,1,Associate,Cognitive Science,2.93,Telecommunications,Small (50-200),"Seattle, WA",Leadership|Scrum|PyTorch|Machine Learning,4,0,0,2,0,0,Azure Certified,121479
Database Administrator,Mid-level,3,PhD,Economics,3.14,Healthcare,Large (1000-5000),"Seattle, WA",Power BI|TensorFlow|React|CI/CD|Excel|Spark,6,9,0,1,1,0,CFA,173553
Network Engineer,Intern,5,Master,Information Technology,3.65,Consulting,Enterprise (5000+),"London, UK",NLP|Deep Learning|Java|Scrum|AWS|Python|Go|R,8,2,0,1,1,0,None,132102
Mobile Developer,VP,0,PhD,Statistics,3.04,Automotive,Large (1000-5000),Remote,React|R|Spark|Power BI|Docker|Scrum|PyTorch|Scala,8,5,0,5,0,0,AWS Certified,297299
Product Manager,Senior,12,Master,Computer Science,3.31,Media,Large (1000-5000),Singapore,CI/CD|NLP|Azure|SQL|Leadership|Git,6,8,6,3,0,0,None,189847
Database Administrator,Senior,10,Bachelor,Physics,3.09,Healthcare,Small (50-200),"San Francisco, CA",Scala|Agile|NLP|Azure,4,5,0,1,1,1,PMP,182697
ML Engineer,Junior,3,Bachelor,Cognitive Science,3.37,Finance,Medium (200-1000),"Austin, TX",Spark|Java|Azure|Data Visualization|Tableau|C++,6,0,0,2,1,0,None,131283
Product Manager,Director,4,Associate,Mathematics,3.29,Government,Large (1000-5000),"Boston, MA",TensorFlow|Docker|React|CI/CD,4,2,3,1,0,0,PMP,193206
Backend Developer,Junior,1,Bachelor,Data Science,3.74,Manufacturing,Enterprise (5000+),"New York, NY",Machine Learning|Python|Java|NLP,4,7,0,2,0,1,None,121192
Frontend Developer,Mid-level,2,Master,Data Science,2.72,Consulting,Enterprise (5000+),"San Francisco, CA",Excel|NLP|Scrum|SQL,4,9,0,0,0,0,Google Cloud Certified,159364
Software Engineer,Senior,4,Master,Mathematics,3.35,E-commerce,Large (1000-5000),"London, UK",NLP|Agile|R|C++,4,1,12,2,0,0,None,175465
Embedded Systems Engineer,Principal,2,Bachelor,Statistics,2.98,Automotive,Large (1000-5000),"San Francisco, CA",Azure|Kubernetes|Tableau|Deep Learning|Spark|Excel|AWS,7,4,0,1,0,1,CFA,212414
Backend Developer,Mid-level,15,MBA,Economics,2.79,E-commerce,Enterprise (5000+),"Chicago, IL",TensorFlow|Agile|React|CI/CD|PyTorch,5,5,0,0,0,1,PMP,178396
DevOps Engineer,Senior,3,Bachelor,Data Science,3.77,Technology,Small (50-200),"Chicago, IL",TensorFlow|AWS|Agile|Kubernetes|Power BI|C++,6,7,0,1,1,0,None,150481
Security Engineer,Senior,11,Bachelor,Computer Science,3.14,Manufacturing,Enterprise (5000+),Singapore,Linux|Agile|Python|JavaScript|Git|Data Visualization|Scala,7,2,0,0,0,0,None,159275
AI Researcher,Mid-level,0,Master,Data Science,3.08,Pharmaceuticals,Large (1000-5000),"Chicago, IL",C++|R|NLP|Leadership|Excel,5,5,0,1,0,1,Scrum Master,139401
Network Engineer,Director,12,PhD,Business Administration,2.81,Pharmaceuticals,Small (50-200),Remote,AWS|Node.js|JavaScript|Data Visualization|Go|TensorFlow,6,6,0,0,0,0,None,255269
Data Analyst,Principal,0,Bachelor,Data Science,3.36,Pharmaceuticals,Enterprise (5000+),"Berlin, Germany",Data Visualization|Python|Azure|Spark|Java,5,0,0,0,0,0,None,166195
Embedded Systems Engineer,Mid-level,11,Master,Mathematics,3.51,Aerospace,Enterprise (5000+),"Chicago, IL",Kubernetes|PyTorch|R|Spark|Linux|Azure|Go|Docker,8,8,0,5,1,1,None,173478
DevOps Engineer,Senior,14,Associate,Data Science,4,Media,Enterprise (5000+),"Los Angeles, CA",TensorFlow|R|Communication|Leadership|Spark|Java,6,4,0,2,0,1,None,172216
Software Engineer,Principal,5,Master,Information Technology,3.17,Manufacturing,Enterprise (5000+),"Denver, CO",NLP|Tableau|Go,3,9,0,1,1,0,AWS Certified,208936
Data Analyst,Senior,10,Master,Computer Science,4,Aerospace,Medium (200-1000),"Atlanta, GA",Scrum|Go|Spark|Agile,4,7,0,1,1,0,Scrum Master,161419
Database Administrator,Senior,7,MBA,Data Science,2.89,Pharmaceuticals,Medium (200-1000),Remote,Scala|Docker|Leadership|PyTorch|Spark|R,6,7,0,3,0,0,Scrum Master,157022
Full Stack Developer,Junior,7,Bachelor,Computer Science,3.61,Technology,Enterprise (5000+),"Atlanta, GA",CI/CD|Power BI|Azure|SQL|Hadoop|Spark|Leadership|JavaScript,8,8,0,0,0,1,None,145932
Database Administrator,Junior,0,Master,Cognitive Science,3.17,Automotive,Large (1000-5000),"Berlin, Germany",Hadoop|Python|Kubernetes|Power BI|Java,5,2,0,2,1,0,Google Cloud Certified,99076
Database Administrator,Mid-level,3,Bachelor,Mathematics,3.1,Healthcare,Enterprise (5000+),"Boston, MA",Hadoop|PyTorch|Machine Learning|JavaScript|Git|Excel|Scrum|CI/CD,8,8,0,1,0,0,None,138564
Network Engineer,Senior,6,Bachelor,Data Science,3.91,Education,Small (50-200),"London, UK",Git|Java|Go|Linux|Kubernetes|Azure|Power BI|Excel,8,1,0,0,0,0,None,106091
Backend Developer,CTO/CXO,6,Master,Data Science,2.91,Technology,Large (1000-5000),"New York, NY",Data Visualization|C++|Python,3,0,0,0,1,0,Azure Certified,383905
Network Engineer,Principal,5,MBA,Physics,3.52,Pharmaceuticals,Startup (<50),"London, UK",Linux|TensorFlow|GCP|Git|Communication|Machine Learning|AWS|Go,8,2,0,0,1,0,Google Cloud Certified,190855
Systems Analyst,Junior,0,High School,Other,3.44,Consulting,Medium (200-1000),Singapore,Spark|Tableau|React|JavaScript|Deep Learning|Java|Excel,7,9,0,0,1,0,Data Science Certifications,96447
Data Scientist,Lead,4,Bachelor,Economics,3.23,Healthcare,Startup (<50),"New York, NY",TensorFlow|C++|Data Visualization|Leadership|Machine Learning|Scala,6,4,0,2,1,0,Scrum Master,178174
DevOps Engineer,Principal,4,Bachelor,Computer Science,2.93,Healthcare,Medium (200-1000),"Atlanta, GA",Scala|Kubernetes|Go,3,6,3,1,0,0,None,182155
AI Researcher,Senior,9,Bachelor,Computer Science,3.09,Automotive,Small (50-200),"Chicago, IL",Azure|Tableau|AWS|CI/CD|GCP|Scrum|SQL|Communication,8,7,0,1,0,1,Azure Certified,161439
Systems Analyst,Mid-level,17,Bachelor,Economics,2.5,Technology,Medium (200-1000),"Toronto, Canada",Data Visualization|Hadoop|Communication|JavaScript|Git,5,1,0,1,1,0,Multiple Certs,143494
Product Manager,Senior,5,PhD,Physics,2.85,Telecommunications,Large (1000-5000),"Atlanta, GA",PyTorch|Git|Hadoop|JavaScript|SQL|Azure|Spark,7,2,0,1,0,1,Google Cloud Certified,165736
Data Scientist,Senior,3,Bachelor,Statistics,3.7,Finance,Startup (<50),Singapore,Linux|SQL|Azure|Leadership|Spark|JavaScript,6,2,0,3,0,0,None,140922
Product Manager,Mid-level,6,Bachelor,Statistics,3.48,Retail,Small (50-200),"Chicago, IL",Node.js|Linux|NLP|Tableau|Data Visualization|Leadership,6,6,0,1,0,1,Google Cloud Certified,95996
ML Engineer,Senior,2,Master,Cognitive Science,2.63,Automotive,Small (50-200),"Boston, MA",Spark|C++|Python|Machine Learning|Git|Java,6,4,7,0,1,1,None,173192
Data Scientist,Senior,7,Master,Electrical Engineering,2.31,Retail,Small (50-200),"Atlanta, GA",NLP|React|Docker|Java|TensorFlow,5,0,0,1,0,1,None,135434
Embedded Systems Engineer,Senior,0,PhD,Cognitive Science,2.97,Education,Large (1000-5000),"London, UK",React|R|Tableau|Java|Machine Learning|Git|PyTorch|CI/CD,8,5,0,2,1,1,Scrum Master,169856
AI Researcher,Senior,8,PhD,Cognitive Science,3.5,Telecommunications,Startup (<50),Remote,Hadoop|Go|Data Visualization,3,7,0,0,1,1,CFA,168026
Data Scientist,Staff,12,MBA,Mechanical Engineering,3.05,Technology,Large (1000-5000),"New York, NY",CI/CD|Java|Leadership,3,4,0,1,1,0,None,264128
Data Scientist,Intern,2,Master,Cognitive Science,3.32,Technology,Small (50-200),"Denver, CO",PyTorch|Python|Data Visualization|Kubernetes|AWS|Go|Deep Learning,7,6,0,1,0,0,None,101971
AI Researcher,Mid-level,6,Bachelor,Physics,3.12,Automotive,Enterprise (5000+),"Toronto, Canada",Node.js|Java|TensorFlow|Git|NLP|Linux|Deep Learning,7,9,0,0,1,1,AWS Certified,142607
Network Engineer,Lead,4,Bachelor,Cognitive Science,3.52,Manufacturing,Enterprise (5000+),Singapore,C++|JavaScript|R|Communication|GCP|AWS|Azure|TensorFlow,8,4,0,2,0,0,PMP,173755
AI Researcher,Lead,3,Bachelor,Other,2.92,Energy,Large (1000-5000),"Denver, CO",Leadership|Scrum|React|Azure|Spark,5,9,0,2,0,1,CISSP,159455
Mobile Developer,Director,6,PhD,Physics,3.15,E-commerce,Large (1000-5000),"Denver, CO",Power BI|AWS|GCP|Kubernetes|R,5,3,5,0,1,0,None,259125
Database Administrator,Senior,6,Bachelor,Electrical Engineering,3.05,Government,Large (1000-5000),"Austin, TX",React|SQL|GCP|NLP,4,1,0,1,0,1,Google Cloud Certified,142579
Security Engineer,Lead,26,Bachelor,Economics,2.99,Consulting,Large (1000-5000),Singapore,Scrum|Excel|Deep Learning|JavaScript|Linux|Power BI,6,2,0,2,1,0,None,235772
Cloud Architect,Lead,9,Master,Mechanical Engineering,3.68,Government,Small (50-200),"Bangalore, India",Data Visualization|Go|SQL|Linux|Azure|GCP|C++|R,8,5,0,1,1,1,None,144962
Cloud Architect,Mid-level,3,Bachelor,Statistics,3.71,Aerospace,Enterprise (5000+),"Los Angeles, CA",Power BI|AWS|Go,3,0,0,1,1,0,None,142563
Backend Developer,Principal,8,Bachelor,Computer Science,2.94,Education,Enterprise (5000+),"Seattle, WA",SQL|Linux|Leadership|AWS,4,4,4,2,0,0,AWS Certified,202086
Security Engineer,Mid-level,7,MBA,Information Technology,2.97,Media,Large (1000-5000),Singapore,AWS|Excel|TensorFlow,3,1,0,0,1,0,None,145567
Systems Analyst,Senior,3,Master,Other,4,Aerospace,Small (50-200),"Bangalore, India",Data Visualization|Power BI|Communication|NLP|React|Docker|Git,7,6,13,2,1,0,None,147490
ML Engineer,Intern,7,Bachelor,Business Administration,2.65,Consulting,Large (1000-5000),"Seattle, WA",Go|Scala|Scrum|Leadership|Python|CI/CD,6,9,0,2,0,0,None,128043
Data Scientist,Staff,1,Bachelor,Computer Science,4,E-commerce,Enterprise (5000+),"San Francisco, CA",Kubernetes|AWS|Excel,3,9,0,4,0,0,Azure Certified,216497
Systems Analyst,VP,5,Master,Information Technology,2.79,Telecommunications,Medium (200-1000),"Denver, CO",Linux|Scrum|Kubernetes|Data Visualization|Deep Learning|AWS|JavaScript|Java,8,2,0,1,0,0,Azure Certified,260668
Database Administrator,Junior,7,PhD,Statistics,3.36,Aerospace,Startup (<50),"Boston, MA",Leadership|Spark|Go|JavaScript|CI/CD|Git|Agile,7,0,0,4,1,0,Scrum Master,159623
Cloud Architect,Lead,5,Bachelor,Statistics,3.36,Consulting,Enterprise (5000+),"New York, NY",Azure|Leadership|AWS|Git|CI/CD|Kubernetes,6,6,0,2,0,1,PMP,201111
Frontend Developer,VP,5,Master,Data Science,3.33,Aerospace,Small (50-200),"Boston, MA",PyTorch|Scrum|JavaScript|Agile|Go|TensorFlow|Python|Tableau,8,7,0,2,1,0,Scrum Master,287322
QA Engineer,Senior,8,Master,Data Science,2.26,Aerospace,Large (1000-5000),"Seattle, WA",Excel|Linux|C++|Node.js|Machine Learning,5,6,0,1,0,0,Data Science Certifications,184381
Embedded Systems Engineer,Principal,19,High School,Economics,3.36,Pharmaceuticals,Enterprise (5000+),Singapore,Go|CI/CD|Scala|Leadership,4,6,0,1,0,0,None,206995
Business Analyst,Junior,15,Master,Mechanical Engineering,3.44,E-commerce,Small (50-200),"Seattle, WA",Excel|Node.js|Scala|Azure|Machine Learning,5,5,0,0,0,0,PMP,173965
Embedded Systems Engineer,Mid-level,2,Master,Other,3.64,Telecommunications,Startup (<50),"London, UK",Azure|Docker|PyTorch,3,8,0,0,1,1,Data Science Certifications,109853
ML Engineer,Mid-level,4,PhD,Business Administration,3.56,Automotive,Enterprise (5000+),"Boston, MA",TensorFlow|Machine Learning|Power BI,3,4,0,3,1,0,None,173757
Backend Developer,CTO/CXO,5,Associate,Physics,2.71,Government,Startup (<50),"Austin, TX",GCP|Spark|NLP|Data Visualization|R|AWS,6,2,0,1,0,0,None,289395
Cloud Architect,Principal,8,Bachelor,Statistics,3.61,Energy,Medium (200-1000),Singapore,Java|Git|C++|Excel,4,7,0,3,0,0,Data Science Certifications,190934
Mobile Developer,Staff,12,Bachelor,Mechanical Engineering,2.95,Energy,Large (1000-5000),"London, UK",Node.js|JavaScript|Power BI|Go|Hadoop|Java|NLP|Git,8,5,0,0,1,1,Multiple Certs,232766
Systems Analyst,Senior,7,MBA,Information Technology,2.73,Finance,Large (1000-5000),"Los Angeles, CA",Go|Communication|Python|Java|Tableau,5,0,0,0,0,1,None,194590
Network Engineer,Lead,4,MBA,Business Administration,3.31,Manufacturing,Large (1000-5000),Remote,Excel|AWS|Scrum|GCP,4,7,0,1,1,0,CFA,196533
DevOps Engineer,Lead,3,Master,Information Technology,2.8,Consulting,Small (50-200),"Austin, TX",Tableau|Go|Deep Learning|Azure,4,9,0,3,0,0,None,169833
Software Engineer,Senior,18,Bachelor,Physics,2.96,Aerospace,Medium (200-1000),"Bangalore, India",Go|Scala|Data Visualization|Machine Learning|Docker|Hadoop|Excel|Deep Learning,8,5,0,2,1,1,AWS Certified,154470
Database Administrator,Staff,10,Bachelor,Other,3.72,Energy,Medium (200-1000),"Seattle, WA",R|Java|Agile,3,2,0,0,0,1,None,220183
Mobile Developer,Junior,4,Bachelor,Statistics,3.57,Healthcare,Large (1000-5000),"San Francisco, CA",Python|Kubernetes|Deep Learning|Data Visualization|CI/CD|R|Node.js,7,5,0,3,1,0,Azure Certified,147707
Embedded Systems Engineer,Junior,5,Bachelor,Economics,3.21,Consulting,Large (1000-5000),"Bangalore, India",Hadoop|Leadership|Java|Deep Learning|Scala|Azure|Go|Kubernetes,8,3,0,2,0,1,CFA,82980
ML Engineer,Mid-level,1,Master,Physics,3.16,Manufacturing,Small (50-200),"Toronto, Canada",Kubernetes|React|TensorFlow,3,8,0,4,1,0,None,103246
DevOps Engineer,Junior,14,Bachelor,Statistics,3.55,Energy,Startup (<50),"Toronto, Canada",Scrum|Java|CI/CD|Go|Spark,5,4,6,0,0,0,PMP,118330
QA Engineer,Junior,3,Bachelor,Electrical Engineering,2.69,Finance,Startup (<50),"Denver, CO",NLP|PyTorch|SQL|Go|R|Spark|Azure|Linux,8,4,0,0,1,0,PMP,108560
Network Engineer,Senior,9,Master,Electrical Engineering,3.44,Retail,Large (1000-5000),"Seattle, WA",Spark|Communication|C++|React|Python|Machine Learning|GCP,7,1,0,1,1,1,Scrum Master,182434
Security Engineer,Mid-level,3,Bachelor,Data Science,4,Technology,Startup (<50),"Boston, MA",Git|Linux|AWS|NLP|GCP|PyTorch|Power BI,7,2,0,0,0,0,Google Cloud Certified,119190
Database Administrator,Principal,1,Master,Economics,3.7,Government,Medium (200-1000),"Seattle, WA",Node.js|JavaScript|Machine Learning|Tableau|GCP|React|Power BI|Hadoop,8,1,0,1,0,0,None,185943
Data Analyst,Senior,0,Master,Business Administration,3.4,Media,Large (1000-5000),Remote,Go|Data Visualization|Agile|Linux,4,4,0,1,1,0,None,155960
DevOps Engineer,Senior,11,Bachelor,Economics,3.05,Automotive,Large (1000-5000),"Boston, MA",Leadership|Docker|Hadoop|Excel,4,0,0,1,0,0,Multiple Certs,160942
ML Engineer,Mid-level,4,Bachelor,Business Administration,3.33,Government,Medium (200-1000),"Atlanta, GA",C++|Data Visualization|Docker|SQL|Linux,5,3,0,0,1,1,None,106251
Data Analyst,Senior,7,Associate,Electrical Engineering,3.66,Government,Enterprise (5000+),"San Francisco, CA",PyTorch|Go|GCP|Node.js,4,3,0,2,0,0,Azure Certified,168011
QA Engineer,Senior,2,Associate,Information Technology,3.09,Government,Medium (200-1000),Remote,AWS|Power BI|Agile|CI/CD,4,2,0,1,1,0,None,133216
Business Analyst,Junior,3,MBA,Statistics,3.24,Pharmaceuticals,Small (50-200),"Atlanta, GA",R|Agile|Git|Deep Learning|NLP|Communication|Kubernetes|GCP,8,3,0,1,0,0,PMP,113930
Systems Analyst,Lead,12,Bachelor,Electrical Engineering,2.59,Healthcare,Startup (<50),"London, UK",Data Visualization|Leadership|Linux|Deep Learning|Python|TensorFlow,6,7,0,1,1,1,None,182803
QA Engineer,Senior,2,MBA,Business Administration,3.19,Healthcare,Medium (200-1000),"Bangalore, India",NLP|C++|Scrum|Go,4,2,0,0,1,1,PMP,118466
DevOps Engineer,Mid-level,6,PhD,Economics,2.92,Finance,Large (1000-5000),"London, UK",JavaScript|Linux|Power BI|Agile|Excel|Python|AWS,7,5,0,0,1,0,None,152538
QA Engineer,Mid-level,13,Bachelor,Economics,2.95,Manufacturing,Large (1000-5000),"Austin, TX",JavaScript|Deep Learning|Linux|React|Node.js|Machine Learning|Excel|TensorFlow,8,8,0,2,1,0,Azure Certified,143019
Full Stack Developer,Senior,5,Bachelor,Electrical Engineering,2.63,Media,Small (50-200),"Austin, TX",SQL|Git|Azure|Power BI|Agile|Go|R|C++,8,3,0,1,1,0,AWS Certified,132206
QA Engineer,Principal,13,Bachelor,Physics,3.02,Healthcare,Startup (<50),"New York, NY",CI/CD|Deep Learning|Tableau|Linux|Agile|Scala,6,5,11,1,1,1,None,212764
Database Administrator,Senior,13,PhD,Business Administration,2.79,Education,Enterprise (5000+),"Denver, CO",React|PyTorch|Data Visualization|Git|R|Deep Learning|GCP,7,6,0,0,0,0,None,176622
AI Researcher,Staff,0,Bachelor,Economics,3.44,E-commerce,Medium (200-1000),Singapore,GCP|CI/CD|Leadership|AWS|Linux|Kubernetes,6,3,0,0,0,0,Azure Certified,192298
AI Researcher,Senior,10,MBA,Physics,3.01,Telecommunications,Startup (<50),Singapore,Deep Learning|JavaScript|Power BI|Azure,4,0,14,2,0,0,None,188267
QA Engineer,Principal,4,PhD,Other,2.38,Media,Large (1000-5000),"Seattle, WA",React|CI/CD|Node.js|Agile|AWS|Python|Linux|Communication,8,7,7,2,1,0,Google Cloud Certified,229275
ML Engineer,Director,9,Master,Other,3.3,Telecommunications,Large (1000-5000),"Bangalore, India",Data Visualization|Machine Learning|Node.js|PyTorch|R,5,8,0,1,0,0,None,204019
Frontend Developer,Intern,0,Bachelor,Computer Science,2.91,Healthcare,Large (1000-5000),"Berlin, Germany",Scala|JavaScript|Agile,3,8,0,1,0,0,Azure Certified,82889
ML Engineer,Junior,16,Bachelor,Other,4,Consulting,Small (50-200),"New York, NY",Linux|Java|Spark|Excel|JavaScript,5,9,0,1,0,0,Scrum Master,150351
